CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,mod_Attrition_Flag,mod_Gender,mod_Education_Level,mod_Income_Category,mod_Card_Category,handled_Total_Trans_Amt,mod_Age_Group,Trans_per_Month,Avg_Trans_Amt,Util_Ratio
708669408,Existing Customer,54,M,5,College,1.0,$60K - $80K,Blue,45,6,1,3,20401.0,0,20401.0,0.723,4637,75,0.562,0.0,0,1,2.0,3.0,0,8.442038517815478,Adults,1.6666666666666667,61.82666666666667,0.0
779947908,Existing Customer,56,M,2,Graduate,3.0,$120K +,Blue,45,3,3,1,3296.0,1435,1861.0,0.968,4327,66,0.737,0.435,0,1,3.0,5.0,0,8.372860820526318,Adults,1.4666666666666666,65.56060606060606,0.435376213592233
716007708,Existing Customer,48,M,2,Graduate,2.0,$120K +,Blue,37,3,1,2,8956.0,1279,7677.0,0.864,4814,73,1.212,0.143,0,1,3.0,5.0,0,8.479491324232226,Adults,1.972972972972973,65.94520547945206,0.14280928986154534
767574108,Existing Customer,49,F,1,College,2.0,Less than $40K,Blue,43,4,3,2,1438.3,786,652.3,0.609,4094,64,0.561,0.546,0,0,2.0,1.0,0,8.31752199628717,Adults,1.4883720930232558,63.96875,0.5464784815407078
720777558,Existing Customer,46,F,4,Graduate,1.0,Less than $40K,Blue,38,6,2,2,2671.0,1713,958.0,0.732,4519,79,0.795,0.641,0,0,3.0,1.0,0,8.416267272826277,Adults,2.0789473684210527,57.20253164556962,0.6413328341445151
816841083,Existing Customer,58,F,3,College,2.0,Less than $40K,Blue,53,4,3,1,2493.0,1566,927.0,0.767,4867,90,0.607,0.628,0,0,2.0,1.0,0,8.490438454107418,Adults,1.6981132075471699,54.077777777777776,0.628158844765343
778849908,Existing Customer,59,F,1,Doctorate,2.0,Less than $40K,Blue,40,3,3,1,2687.0,2452,235.0,0.817,4697,81,0.761,0.913,0,0,5.0,1.0,0,8.454892165218858,Adults,2.025,57.98765432098765,0.912541868254559
708745983,Existing Customer,37,F,2,Unknown,2.0,$40K - $60K,Blue,36,4,2,2,2208.0,1559,649.0,0.51,4686,81,0.761,0.706,0,0,,2.0,0,8.452547997922705,Adults,2.25,57.851851851851855,0.7060688405797102
713381433,Attrited Customer,38,F,1,High School,2.0,Less than $40K,Blue,28,3,3,3,4196.0,731,3465.0,0.485,1868,30,0.2,0.174,1,0,1.0,1.0,0,7.533158807455563,Adults,1.0714285714285714,62.266666666666666,0.1742135367016206
779404383,Existing Customer,47,F,5,Uneducated,3.0,Unknown,Blue,36,6,2,3,12581.0,1235,11346.0,0.611,4427,76,1.303,0.098,0,0,0.0,,0,8.395703293828527,Adults,2.111111111111111,58.25,0.09816389794134012
718607883,Existing Customer,41,M,3,Post-Graduate,1.0,$80K - $120K,Blue,30,4,2,2,17890.0,2517,15373.0,0.983,4831,81,0.8,0.141,0,1,4.0,4.0,0,8.48301573961465,Adults,2.7,59.641975308641975,0.14069312465064282
710542983,Existing Customer,48,F,4,Graduate,2.0,Less than $40K,Blue,21,4,6,0,1930.0,0,1930.0,0.815,5033,87,0.582,0.0,0,0,3.0,1.0,0,8.523970175695261,Adults,4.142857142857143,57.85057471264368,0.0
709769283,Existing Customer,36,F,4,Unknown,3.0,Unknown,Blue,16,6,3,3,8513.0,0,8513.0,0.631,4162,70,1.0,0.0,0,0,,,0,8.333991247194975,Adults,4.375,59.457142857142856,0.0
721253508,Existing Customer,40,M,3,High School,2.0,$80K - $120K,Blue,36,6,3,1,9599.0,2356,7243.0,0.791,4754,84,0.68,0.245,0,1,1.0,4.0,0,8.46695197497949,Adults,2.3333333333333335,56.595238095238095,0.24544223356599645
801037833,Existing Customer,38,M,2,Uneducated,1.0,$80K - $120K,Blue,32,6,2,3,3192.0,2517,675.0,0.658,4236,87,0.891,0.789,0,1,0.0,4.0,0,8.351610750626559,Adults,2.71875,48.689655172413794,0.7885338345864662
711452583,Existing Customer,43,F,4,Graduate,,Unknown,Blue,36,6,5,1,2778.0,2517,261.0,0.796,4575,60,0.714,0.906,0,0,3.0,,0,8.428580533059634,Adults,1.6666666666666667,76.25,0.906047516198704
716697708,Attrited Customer,61,F,1,High School,1.0,Unknown,Blue,52,3,2,4,3293.0,0,3293.0,0.838,3121,56,0.867,0.0,1,0,1.0,,0,8.046229101075378,Seniors,1.0769230769230769,55.732142857142854,0.0
708176208,Existing Customer,48,F,1,Graduate,2.0,$40K - $60K,Blue,36,4,4,1,7268.0,0,7268.0,0.691,4199,80,0.905,0.0,0,0,3.0,2.0,0,8.34283980427146,Adults,2.2222222222222223,52.4875,0.0
716474358,Existing Customer,43,F,3,Unknown,2.0,Less than $40K,Blue,35,5,3,2,1721.0,729,992.0,0.902,4853,74,0.644,0.424,0,0,,1.0,0,8.487558386286548,Adults,2.1142857142857143,65.58108108108108,0.4235909355026148
713121408,Existing Customer,38,M,3,College,2.0,$80K - $120K,Blue,30,5,3,2,3976.0,1667,2309.0,0.929,4372,69,0.683,0.419,0,1,2.0,4.0,0,8.38320455141292,Adults,2.3,63.36231884057971,0.4192655935613682
794567133,Existing Customer,52,F,2,High School,1.0,Less than $40K,Blue,35,5,2,3,1954.0,808,1146.0,0.826,4897,70,0.795,0.414,0,0,1.0,1.0,0,8.496582237512113,Adults,2.0,69.95714285714286,0.413510747185261
717609633,Existing Customer,44,M,3,Unknown,2.0,$120K +,Blue,32,6,2,2,12725.0,1759,10966.0,1.056,4139,58,0.812,0.138,0,1,,5.0,0,8.32845106681936,Adults,1.8125,71.36206896551724,0.13823182711198428
708899283,Existing Customer,40,F,3,Uneducated,1.0,Unknown,Blue,28,3,3,3,2690.0,1935,755.0,0.593,4917,81,0.653,0.719,0,0,0.0,,0,8.500657222776137,Adults,2.892857142857143,60.7037037037037,0.7193308550185874
772415808,Existing Customer,48,F,5,Post-Graduate,2.0,$40K - $60K,Blue,38,3,3,1,2926.0,716,2210.0,0.949,4219,78,0.592,0.245,0,0,4.0,2.0,0,8.347590407030058,Adults,2.0526315789473686,54.08974358974359,0.24470266575529734
716176683,Existing Customer,46,M,4,Graduate,1.0,$80K - $120K,Blue,33,5,1,1,2371.0,1748,623.0,0.663,4460,78,1.053,0.737,0,1,3.0,4.0,0,8.403128235128264,Adults,2.3636363636363638,57.17948717948718,0.7372416701813581
709245783,Existing Customer,44,F,3,Graduate,2.0,Unknown,Blue,27,5,1,1,7751.0,1965,5786.0,0.782,4543,90,0.731,0.254,0,0,3.0,,0,8.421562960400987,Adults,3.3333333333333335,50.477777777777774,0.253515675396723
720507108,Attrited Customer,42,F,3,College,2.0,Less than $40K,Blue,28,3,3,2,1601.0,0,1601.0,0.63,2339,41,0.414,0.0,1,0,2.0,1.0,0,7.757906208351747,Adults,1.4642857142857142,57.048780487804876,0.0
716751858,Attrited Customer,34,F,1,Unknown,2.0,Less than $40K,Blue,36,2,3,3,2401.0,496,1905.0,0.647,2597,40,0.379,0.207,1,0,,1.0,0,7.862497197230545,Adults,1.1111111111111112,64.925,0.20658059142024157
712829808,Attrited Customer,39,M,3,Uneducated,2.0,$60K - $80K,Blue,29,4,3,4,2187.0,0,2187.0,0.467,2031,40,0.333,0.0,1,1,0.0,3.0,0,7.616775808698373,Adults,1.3793103448275863,50.775,0.0
711900033,Existing Customer,57,F,0,Doctorate,2.0,Unknown,Blue,46,5,2,1,4661.0,1734,2927.0,0.789,5242,81,1.382,0.372,0,0,5.0,,0,8.564649132572534,Adults,1.7608695652173914,64.71604938271605,0.3720231709933491
712566258,Existing Customer,40,F,2,Post-Graduate,3.0,Unknown,Blue,27,6,3,1,8494.0,2023,6471.0,0.871,4486,77,0.974,0.238,0,0,4.0,,0,8.408939605975984,Adults,2.8518518518518516,58.25974025974026,0.23816811867200377
712732908,Existing Customer,36,M,4,Graduate,2.0,$80K - $120K,Blue,36,5,3,1,2262.0,1450,812.0,0.735,4116,84,0.787,0.641,0,1,3.0,4.0,0,8.322880021769905,Adults,2.3333333333333335,49.0,0.6410256410256411
717908208,Existing Customer,43,F,3,Graduate,3.0,Less than $40K,Blue,36,6,1,2,2525.0,1595,930.0,0.78,4859,82,0.864,0.632,0,0,3.0,1.0,0,8.48879371689454,Adults,2.2777777777777777,59.25609756097561,0.6316831683168317
826136283,Existing Customer,38,F,3,High School,2.0,Less than $40K,Blue,34,3,3,2,2450.0,1981,469.0,0.712,4352,66,0.784,0.809,0,0,1.0,1.0,0,8.378620541552298,Adults,1.9411764705882353,65.93939393939394,0.8085714285714286
778714833,Existing Customer,36,F,4,College,2.0,Unknown,Blue,18,4,3,2,3926.0,1760,2166.0,0.874,4890,92,0.704,0.448,0,0,2.0,,0,8.495152060539358,Adults,5.111111111111111,53.15217391304348,0.44829342842587877
779302233,Attrited Customer,40,F,4,Graduate,1.0,Less than $40K,Blue,22,4,2,3,1438.3,0,1438.3,0.695,2502,45,0.452,0.0,1,0,3.0,1.0,0,7.8252452914317745,Adults,2.0454545454545454,55.6,0.0
778659108,Existing Customer,51,F,2,High School,1.0,Unknown,Blue,31,6,2,1,4789.0,2203,2586.0,0.847,4718,81,0.976,0.46,0,0,1.0,,0,8.459352191726387,Adults,2.6129032258064515,58.24691358024691,0.46001252871163084
720374808,Existing Customer,41,F,2,Unknown,,Less than $40K,Blue,34,6,3,3,2864.0,1928,936.0,0.769,4641,78,0.66,0.673,0,0,,1.0,0,8.442900586834382,Adults,2.2941176470588234,59.5,0.6731843575418994
719592483,Existing Customer,43,F,5,Graduate,1.0,Unknown,Blue,34,6,6,3,4607.0,2440,2167.0,0.646,4825,77,0.878,0.53,0,0,3.0,,0,8.481773246184977,Adults,2.264705882352941,62.66233766233766,0.5296288257000217
714702033,Existing Customer,43,F,4,Graduate,,Less than $40K,Blue,34,5,3,3,1971.0,979,992.0,1.024,5446,75,0.974,0.497,0,0,3.0,1.0,0,8.602820277383675,Adults,2.2058823529411766,72.61333333333333,0.49670218163368846
717042333,Attrited Customer,53,F,2,College,2.0,Less than $40K,Blue,44,3,3,3,1473.0,0,1473.0,0.92,2836,48,0.6,0.0,1,0,2.0,1.0,0,7.950502434808851,Adults,1.0909090909090908,59.083333333333336,0.0
779122908,Existing Customer,55,F,3,Graduate,1.0,$40K - $60K,Blue,37,5,1,2,3187.0,1437,1750.0,0.79,4511,82,0.822,0.451,0,0,3.0,2.0,0,8.414495793177895,Adults,2.2162162162162162,55.01219512195122,0.4508942579228114
710676483,Existing Customer,38,F,2,Unknown,2.0,Less than $40K,Blue,36,4,2,2,5589.0,0,5589.0,0.787,4064,77,0.711,0.0,0,0,,1.0,0,8.310169021981912,Adults,2.138888888888889,52.77922077922078,0.0
827712108,Existing Customer,42,F,5,Graduate,2.0,Less than $40K,Blue,38,5,1,2,2346.0,1373,973.0,0.73,4432,72,0.756,0.585,0,0,3.0,1.0,0,8.396831834745054,Adults,1.894736842105263,61.55555555555556,0.5852514919011083
769200858,Existing Customer,34,F,4,Graduate,1.0,Less than $40K,Blue,28,3,2,3,1438.3,0,1438.3,0.726,4626,86,0.792,0.0,0,0,3.0,1.0,0,8.439663988907,Adults,3.0714285714285716,53.7906976744186,0.0
779114283,Existing Customer,40,F,5,High School,1.0,Less than $40K,Blue,22,3,1,2,1826.0,944,882.0,0.686,4528,65,0.667,0.517,0,0,1.0,1.0,0,8.418256443556213,Adults,2.9545454545454546,69.66153846153846,0.5169769989047097
771061008,Attrited Customer,40,F,2,Doctorate,2.0,$40K - $60K,Blue,27,4,2,3,2208.0,0,2208.0,0.695,2659,56,0.806,0.0,1,0,5.0,2.0,0,7.886081401775745,Adults,2.074074074074074,47.482142857142854,0.0
716201133,Existing Customer,35,F,2,High School,2.0,Less than $40K,Blue,36,4,3,1,1476.0,0,1476.0,0.592,4279,76,0.767,0.0,0,0,1.0,1.0,0,8.361708288575842,Adults,2.111111111111111,56.30263157894737,0.0
817968783,Existing Customer,51,F,3,Graduate,1.0,Less than $40K,Blue,46,6,3,1,2927.0,1499,1428.0,0.649,4670,70,0.944,0.512,0,0,3.0,1.0,0,8.449128460502108,Adults,1.5217391304347827,66.71428571428571,0.5121284591732149
826480308,Existing Customer,53,M,3,Graduate,,$80K - $120K,Blue,49,5,2,1,4778.0,1869,2909.0,0.743,5489,74,0.805,0.391,0,1,3.0,4.0,0,8.610683534503575,Adults,1.510204081632653,74.17567567567568,0.3911678526580159
720307683,Existing Customer,43,F,4,Graduate,3.0,Less than $40K,Blue,36,3,2,2,1438.3,743,695.3,0.624,4484,78,0.625,0.517,0,0,3.0,1.0,0,8.408493774492896,Adults,2.1666666666666665,57.48717948717949,0.5165820760620177
709618308,Existing Customer,46,F,3,High School,1.0,$40K - $60K,Silver,40,4,3,1,16239.0,1487,14752.0,0.531,3838,48,0.6,0.092,0,0,1.0,2.0,1,8.252967195000798,Adults,1.2,79.95833333333333,0.09156967793583348
710119233,Existing Customer,37,M,1,High School,2.0,$120K +,Blue,26,5,2,1,11726.0,1925,9801.0,0.855,4186,63,0.703,0.164,0,1,1.0,5.0,0,8.339739766019143,Adults,2.423076923076923,66.44444444444444,0.16416510318949343
789419658,Existing Customer,47,F,4,College,2.0,Unknown,Blue,38,3,2,1,1438.3,0,1438.3,0.68,4503,89,0.978,0.0,0,0,2.0,,0,8.412721169819527,Adults,2.3421052631578947,50.59550561797753,0.0
789800358,Existing Customer,45,F,3,High School,2.0,Less than $40K,Blue,34,6,1,3,2647.0,1288,1359.0,0.765,4730,78,0.857,0.487,0,0,1.0,1.0,0,8.461891875631148,Adults,2.2941176470588234,60.64102564102564,0.4865885908575746
715466133,Existing Customer,50,F,1,Doctorate,2.0,Unknown,Blue,40,3,3,1,2492.0,1410,1082.0,0.835,4374,75,0.974,0.566,0,0,5.0,,0,8.383661798791715,Adults,1.875,58.32,0.5658105939004815
717659883,Existing Customer,46,F,2,Graduate,1.0,Unknown,Blue,36,3,3,3,2418.0,1106,1312.0,0.963,3541,64,0.882,0.457,0,0,3.0,,0,8.17244681834278,Adults,1.7777777777777777,55.328125,0.4574028122415219
781942983,Existing Customer,50,M,1,Unknown,1.0,$120K +,Blue,44,5,3,1,17827.0,0,17827.0,0.846,5010,88,0.725,0.0,0,1,,5.0,0,8.519390774959724,Adults,2.0,56.93181818181818,0.0
712755783,Existing Customer,49,F,1,Graduate,3.0,$40K - $60K,Blue,40,3,2,3,1438.3,0,1438.3,0.675,3886,77,0.75,0.0,0,0,3.0,2.0,0,8.265392930852224,Adults,1.925,50.467532467532465,0.0
779551533,Existing Customer,54,F,3,Doctorate,1.0,Less than $40K,Blue,39,4,3,3,1764.0,0,1764.0,0.651,4857,92,0.804,0.0,0,0,5.0,1.0,0,8.488382109562117,Adults,2.358974358974359,52.79347826086956,0.0
714405183,Existing Customer,47,F,3,Graduate,2.0,Less than $40K,Blue,36,4,2,2,1776.0,1519,257.0,0.917,4295,60,0.622,0.855,0,0,3.0,1.0,0,8.3654396361887,Adults,1.6666666666666667,71.58333333333333,0.8552927927927928
801783108,Existing Customer,46,M,3,College,2.0,$120K +,Blue,40,6,3,3,1438.3,0,1438.3,0.681,4833,69,0.769,0.0,0,1,2.0,5.0,0,8.483429561263428,Adults,1.725,70.04347826086956,0.0
779839758,Existing Customer,47,F,2,Post-Graduate,1.0,Unknown,Blue,31,3,2,3,1491.0,0,1491.0,0.716,4634,92,0.804,0.0,0,0,4.0,,0,8.441391477999955,Adults,2.967741935483871,50.369565217391305,0.0
820648608,Existing Customer,46,F,2,Post-Graduate,2.0,Less than $40K,Blue,41,3,1,3,2552.0,1879,673.0,0.888,4153,79,0.795,0.736,0,0,4.0,1.0,0,8.331827004436057,Adults,1.9268292682926829,52.56962025316456,0.7362852664576802
787587033,Existing Customer,42,F,4,Graduate,1.0,Less than $40K,Blue,32,3,1,2,2996.0,1992,1004.0,0.948,4463,87,0.74,0.665,0,0,3.0,1.0,0,8.403800504061147,Adults,2.71875,51.298850574712645,0.664886515353805
813967983,Existing Customer,44,F,2,College,2.0,$40K - $60K,Blue,39,4,1,2,1701.0,775,926.0,0.847,4471,71,0.614,0.456,0,0,2.0,2.0,0,8.405591014834934,Adults,1.8205128205128205,62.971830985915496,0.4556143445032334
718067658,Existing Customer,53,F,3,Unknown,1.0,Unknown,Blue,40,6,3,1,3998.0,0,3998.0,0.638,4223,79,0.717,0.0,0,0,,,0,8.348537825386098,Adults,1.975,53.45569620253165,0.0
709952658,Existing Customer,46,F,3,Graduate,,Less than $40K,Blue,33,6,3,2,3025.0,2491,534.0,0.45,4460,62,0.722,0.823,0,0,3.0,1.0,0,8.403128235128264,Adults,1.878787878787879,71.93548387096774,0.8234710743801653
720824883,Attrited Customer,48,F,1,Unknown,1.0,Less than $40K,Blue,40,3,1,2,3251.0,2517,734.0,0.739,2483,50,0.471,0.774,1,0,,1.0,0,7.81762544305337,Adults,1.25,49.66,0.7742233159027991
789631908,Existing Customer,51,M,4,High School,1.0,$60K - $80K,Blue,45,3,1,2,3031.0,1787,1244.0,1.006,4690,85,0.7,0.59,0,1,1.0,3.0,0,8.453401058328458,Adults,1.8888888888888888,55.1764705882353,0.5895743978884856
789089958,Existing Customer,57,M,2,High School,1.0,$60K - $80K,Silver,45,5,2,3,33211.0,0,33211.0,0.732,3662,81,0.761,0.0,0,1,1.0,3.0,1,8.206037762778815,Adults,1.8,45.20987654320987,0.0
715847058,Attrited Customer,59,F,2,Uneducated,3.0,Less than $40K,Blue,36,3,3,3,1863.0,1853,10.0,0.829,2462,40,0.29,0.995,1,0,0.0,1.0,0,7.809135398120538,Adults,1.1111111111111112,61.55,0.9946323134728932
721256808,Existing Customer,35,F,2,Unknown,1.0,Less than $40K,Blue,20,6,1,2,2691.0,1935,756.0,0.681,4365,86,0.911,0.719,0,0,,1.0,0,8.38160253710989,Adults,4.3,50.75581395348837,0.7190635451505016
721269108,Existing Customer,45,F,5,Graduate,1.0,Less than $40K,Blue,33,5,3,3,2288.0,1249,1039.0,0.605,4504,87,0.706,0.546,0,0,3.0,1.0,0,8.412943170042439,Adults,2.6363636363636362,51.770114942528735,0.5458916083916084
712770408,Attrited Customer,42,F,2,Graduate,,Less than $40K,Blue,36,6,3,2,3413.0,0,3413.0,0.593,2285,40,0.429,0.0,1,0,3.0,1.0,0,7.734558844354756,Adults,1.1111111111111112,57.125,0.0
767958933,Existing Customer,40,M,4,College,2.0,$40K - $60K,Silver,34,3,2,1,15471.0,1291,14180.0,0.651,3993,77,0.674,0.083,0,1,2.0,2.0,1,8.29254851397576,Adults,2.264705882352941,51.857142857142854,0.0834464481933941
779866458,Existing Customer,40,F,5,Uneducated,2.0,Less than $40K,Blue,24,6,1,1,2038.0,793,1245.0,0.682,3513,67,0.634,0.389,0,0,0.0,1.0,0,8.164510268747042,Adults,2.7916666666666665,52.43283582089552,0.3891069676153091
721246833,Existing Customer,47,F,3,Unknown,,Less than $40K,Blue,36,6,2,3,1953.0,1089,864.0,0.859,4636,70,0.707,0.558,0,0,,1.0,0,8.441822884391462,Adults,1.9444444444444444,66.22857142857143,0.5576036866359447
710752233,Attrited Customer,43,F,5,High School,,$40K - $60K,Blue,24,3,2,2,4430.0,2203,2227.0,1.046,2742,49,0.4,0.497,1,0,1.0,2.0,0,7.916807490937603,Adults,2.0416666666666665,55.95918367346939,0.49729119638826186
709813008,Existing Customer,44,F,3,High School,,Less than $40K,Blue,35,5,3,0,3398.0,2415,983.0,0.891,4509,93,0.661,0.711,0,0,1.0,1.0,0,8.414052432496725,Adults,2.657142857142857,48.483870967741936,0.7107121836374338
710219658,Existing Customer,48,F,3,Doctorate,2.0,Unknown,Blue,44,4,3,3,2021.0,1186,835.0,0.616,4633,74,0.574,0.587,0,0,5.0,,0,8.441175704992322,Adults,1.6818181818181819,62.608108108108105,0.58683819891143
789121233,Existing Customer,53,F,2,Unknown,1.0,Less than $40K,Blue,41,5,1,3,2329.0,2290,39.0,0.533,4609,76,0.767,0.983,0,0,,1.0,0,8.435983135990694,Adults,1.853658536585366,60.64473684210526,0.9832546157148991
715146558,Attrited Customer,34,F,2,College,2.0,Less than $40K,Blue,36,1,3,2,1696.0,0,1696.0,0.782,2325,56,0.556,0.0,1,0,2.0,1.0,0,7.75190533307861,Adults,1.5555555555555556,41.517857142857146,0.0
720205608,Existing Customer,52,F,1,Uneducated,2.0,Unknown,Blue,36,6,1,1,4222.0,0,4222.0,0.523,4487,77,1.081,0.0,0,0,0.0,,0,8.409162447202533,Adults,2.138888888888889,58.27272727272727,0.0
778606308,Attrited Customer,45,M,3,Uneducated,3.0,$80K - $120K,Blue,25,2,2,3,6614.0,1881,4733.0,0.737,3016,51,0.645,0.284,1,1,0.0,4.0,0,8.012018239159062,Adults,2.04,59.13725490196079,0.2843967342001814
710438358,Attrited Customer,42,F,1,Uneducated,1.0,Less than $40K,Blue,35,4,3,3,3241.0,0,3241.0,0.442,2152,43,0.303,0.0,1,0,0.0,1.0,0,7.674617497364363,Adults,1.2285714285714286,50.04651162790697,0.0
712562433,Attrited Customer,48,F,2,Unknown,2.0,Less than $40K,Blue,30,3,3,3,4204.0,0,4204.0,0.703,2316,43,0.536,0.0,1,0,,1.0,0,7.748028524432376,Adults,1.4333333333333333,53.86046511627907,0.0
718186233,Existing Customer,34,F,3,Uneducated,1.0,Less than $40K,Blue,26,4,2,3,3234.0,971,2263.0,0.79,3989,71,0.868,0.3,0,0,0.0,1.0,0,8.29154650988391,Adults,2.730769230769231,56.183098591549296,0.3002473716759431
713717283,Attrited Customer,40,F,3,Unknown,1.0,$40K - $60K,Blue,29,3,3,3,2473.0,2332,141.0,0.293,1738,32,0.455,0.943,1,0,,2.0,0,7.461065514354283,Adults,1.103448275862069,54.3125,0.94298422968055
713822208,Attrited Customer,42,M,2,High School,1.0,$60K - $80K,Blue,33,3,3,3,4836.0,493,4343.0,0.417,1870,45,0.406,0.102,1,1,1.0,3.0,0,7.534228326274089,Adults,1.3636363636363635,41.55555555555556,0.10194375516956163
710466633,Existing Customer,55,F,3,High School,2.0,Less than $40K,Blue,44,5,1,1,1438.3,0,1438.3,0.575,4755,76,0.9,0.0,0,0,1.0,1.0,0,8.467162257810672,Adults,1.7272727272727273,62.56578947368421,0.0
711153783,Existing Customer,44,F,3,Uneducated,1.0,Less than $40K,Blue,36,5,3,1,1438.3,541,897.3,0.821,4173,70,1.188,0.376,0,0,0.0,1.0,0,8.336630087637147,Adults,1.9444444444444444,59.614285714285714,0.37613849683654316
718230933,Attrited Customer,45,M,4,Graduate,1.0,Less than $40K,Blue,36,5,2,3,1438.3,1060,378.3,0.301,1253,29,0.318,0.737,1,1,3.0,1.0,0,7.134093721192866,Adults,0.8055555555555556,43.206896551724135,0.736981158311896
788885133,Existing Customer,57,F,3,College,,Less than $40K,Silver,42,6,1,1,12675.0,2422,10253.0,0.642,3912,63,0.575,0.191,0,0,2.0,1.0,1,8.272059622210412,Adults,1.5,62.095238095238095,0.19108481262327418
711637458,Attrited Customer,44,F,3,High School,1.0,Less than $40K,Blue,36,2,3,3,2228.0,0,2228.0,0.686,2523,45,0.607,0.0,1,0,1.0,1.0,0,7.8336002236611035,Adults,1.25,56.06666666666667,0.0
719532108,Existing Customer,40,F,5,High School,2.0,Less than $40K,Blue,31,4,2,2,2813.0,2208,605.0,0.877,4491,68,0.744,0.785,0,0,1.0,1.0,0,8.410053315858335,Adults,2.193548387096774,66.04411764705883,0.7849271240668325
757643733,Existing Customer,42,F,2,Post-Graduate,1.0,Less than $40K,Blue,35,6,3,2,3223.0,0,3223.0,0.593,4916,79,0.717,0.0,0,0,4.0,1.0,0,8.50045386741194,Adults,2.257142857142857,62.22784810126582,0.0
715122858,Existing Customer,55,F,2,Graduate,2.0,$40K - $60K,Blue,36,5,3,3,2653.0,0,2653.0,0.969,5052,81,0.761,0.0,0,0,3.0,2.0,0,8.527737405291909,Adults,2.25,62.370370370370374,0.0
708384033,Attrited Customer,45,F,3,Uneducated,2.0,Less than $40K,Blue,35,3,3,3,2745.0,2463,282.0,0.643,2466,39,0.345,0.897,1,0,0.0,1.0,0,7.810758116529357,Adults,1.1142857142857143,63.23076923076923,0.8972677595628415
708273858,Existing Customer,40,M,3,Graduate,3.0,$120K +,Blue,30,3,2,1,34516.0,0,34516.0,0.643,3734,80,0.86,0.0,0,1,3.0,5.0,0,8.225503097566918,Adults,2.6666666666666665,46.675,0.0
803952408,Existing Customer,52,F,3,Uneducated,2.0,Less than $40K,Blue,47,6,3,2,2516.0,1486,1030.0,0.503,3987,77,0.54,0.591,0,0,0.0,1.0,0,8.291045131081729,Adults,1.6382978723404256,51.77922077922078,0.5906200317965024
778394358,Existing Customer,46,F,2,High School,3.0,Less than $40K,Blue,26,4,3,1,1870.0,1785,85.0,0.696,4347,88,0.76,0.955,0,0,1.0,1.0,0,8.3774712482411,Adults,3.3846153846153846,49.39772727272727,0.9545454545454546
713180433,Existing Customer,56,F,2,Graduate,1.0,Unknown,Blue,48,5,3,2,3934.0,2517,1417.0,0.682,4837,87,0.673,0.64,0,0,3.0,,0,8.484256691169973,Adults,1.8125,55.59770114942529,0.6398068124046772
787458783,Existing Customer,49,F,4,High School,2.0,Less than $40K,Blue,35,5,3,2,3038.0,2133,905.0,0.689,4784,83,0.694,0.702,0,0,1.0,1.0,0,8.473241303887054,Adults,2.3714285714285714,57.63855421686747,0.7021066491112574
720315933,Existing Customer,53,F,1,Uneducated,1.0,Less than $40K,Blue,39,3,2,3,1982.0,1276,706.0,0.897,5136,76,0.949,0.644,0,0,0.0,1.0,0,8.544224530467268,Adults,1.9487179487179487,67.57894736842105,0.6437941473259334
713677158,Attrited Customer,31,F,1,Graduate,3.0,Unknown,Blue,22,2,2,3,1623.0,0,1623.0,0.501,2126,45,0.364,0.0,1,0,3.0,,0,7.6624678152002375,Adults,2.0454545454545454,47.24444444444445,0.0
739828308,Existing Customer,55,M,3,Uneducated,1.0,$120K +,Blue,48,5,2,2,3088.0,1743,1345.0,0.766,3906,68,0.659,0.564,0,1,0.0,5.0,0,8.27052509505507,Adults,1.4166666666666667,57.44117647058823,0.5644430051813472
720959058,Existing Customer,44,F,3,Unknown,1.0,Unknown,Blue,33,5,3,1,8064.0,2417,5647.0,0.644,4412,67,0.861,0.3,0,0,,,0,8.392310009269547,Adults,2.0303030303030303,65.85074626865672,0.29972718253968256
718090233,Attrited Customer,56,F,3,Graduate,1.0,Unknown,Blue,36,3,3,3,10016.0,1872,8144.0,0.735,2804,37,0.542,0.187,1,0,3.0,,0,7.9391588179567965,Adults,1.0277777777777777,75.78378378378379,0.1869009584664537
789939558,Existing Customer,54,F,2,College,2.0,Unknown,Blue,45,5,3,2,4523.0,1841,2682.0,0.534,5112,87,0.706,0.407,0,0,2.0,,0,8.53954159508,Adults,1.9333333333333333,58.758620689655174,0.4070307318151669
714169908,Existing Customer,53,F,0,Graduate,1.0,Less than $40K,Blue,34,5,2,1,1944.0,1140,804.0,0.582,4921,82,0.907,0.586,0,0,3.0,1.0,0,8.501470230951002,Adults,2.411764705882353,60.01219512195122,0.5864197530864198
796145133,Existing Customer,46,F,2,Uneducated,2.0,Unknown,Blue,40,3,2,2,6083.0,1716,4367.0,0.618,4528,86,0.755,0.282,0,0,0.0,,0,8.418256443556213,Adults,2.15,52.651162790697676,0.2820976491862568
789233808,Existing Customer,38,F,3,Graduate,2.0,Unknown,Blue,27,6,2,2,2425.0,1396,1029.0,0.899,4568,74,0.897,0.576,0,0,3.0,,0,8.427049641563272,Adults,2.740740740740741,61.729729729729726,0.5756701030927835
